time_sec,left_goal_deg,left_actual_deg,left_error_deg,left_velocity_raw,left_current_raw,right_goal_deg,right_actual_deg,right_error_deg,right_velocity_raw,right_current_raw
59.0899,173.936,189.404,-15.469,-42,-19,186.064,170.596,15.469,44,19
59.1970,167.256,182.373,-15.117,-50,-18,192.744,177.539,15.205,49,19
59.2906,162.686,176.133,-13.447,-46,-18,197.314,184.131,13.184,51,17
59.3859,159.434,170.332,-10.898,-44,-17,200.566,190.195,10.371,46,16
59.4792,158.115,165.322,-7.207,-35,-16,201.885,195.205,6.680,36,16
59.5725,158.643,161.279,-2.637,-28,-14,201.357,198.984,2.373,26,15
59.6666,161.016,159.258,1.758,-11,-13,198.984,200.918,-1.934,12,12
59.7592,164.971,158.906,6.064,1,13,195.029,201.182,-6.152,-1,-14
59.8530,170.244,159.346,10.898,7,17,189.756,200.039,-10.283,-13,-16
59.9475,176.396,162.773,13.623,32,17,183.604,196.699,-13.096,-29,-18
60.0405,182.725,167.520,15.205,37,18,177.275,192.041,-14.766,-38,-19
60.1343,188.965,173.232,15.732,48,18,171.035,186.064,-15.029,-49,-19
60.2274,194.326,179.385,14.941,50,19,165.674,180.000,-14.326,-49,-19
60.3206,198.545,185.801,12.744,50,17,161.455,173.848,-12.393,-46,-18
60.4138,201.094,191.602,9.492,44,16,158.906,168.311,-9.404,-42,-17
60.5069,201.885,196.260,5.625,34,14,158.115,163.652,-5.537,-35,-16
60.6003,200.830,199.424,1.406,21,14,159.170,160.488,-1.318,-20,-16
60.6932,198.018,200.918,-2.900,8,12,161.982,159.258,2.725,-5,-14
60.7861,193.623,200.918,-7.295,0,-14,166.377,159.082,7.295,0,14
60.8803,187.998,199.512,-11.514,-15,-17,172.002,160.225,11.777,15,19
60.9737,181.758,195.908,-14.150,-31,-19,178.242,164.092,14.150,34,19
